<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
MOEXTN;60;230710;150000;1474.8400000;1477.3200000;1473.4200000;1475.4400000;104380467
MOEXTN;60;230710;160000;1476.0700000;1478.1500000;1473.3200000;1474.5200000;155550978
MOEXTN;60;230710;170000;1474.0300000;1476.4600000;1472.8900000;1475.9500000;114639763
MOEXTN;60;230710;180000;1475.5300000;1477.5800000;1473.4100000;1476.4400000;174928704
MOEXTN;60;230711;100000;1466.4900000;1485.0400000;1465.5800000;1482.3600000;1636354969
MOEXTN;60;230711;110000;1482.2500000;1490.8600000;1479.0200000;1482.9600000;1070811105
MOEXTN;60;230711;120000;1482.5600000;1487.0500000;1480.7400000;1485.5000000;293383801
MOEXTN;60;230711;130000;1485.5100000;1488.3500000;1484.0000000;1485.3900000;507241850
MOEXTN;60;230711;140000;1485.1900000;1486.4600000;1479.9100000;1482.7500000;367586789
MOEXTN;60;230711;150000;1482.5900000;1487.7400000;1482.5900000;1487.7400000;157771535
MOEXTN;60;230711;160000;1487.4800000;1491.0200000;1485.6100000;1486.1500000;721000242
MOEXTN;60;230711;170000;1486.4900000;1491.9600000;1485.5400000;1491.3300000;946556227
MOEXTN;60;230711;180000;1491.4100000;1491.8000000;1488.4000000;1491.0400000;143155708
MOEXTN;60;230712;100000;1499.7700000;1510.0800000;1496.8600000;1506.5400000;1617856870
MOEXTN;60;230712;110000;1506.2900000;1509.1700000;1504.5700000;1508.7300000;327741287
MOEXTN;60;230712;120000;1508.8900000;1510.9900000;1507.2900000;1510.2000000;217682202
MOEXTN;60;230712;130000;1510.0300000;1512.5800000;1508.3500000;1511.1400000;281044224
MOEXTN;60;230712;140000;1511.2200000;1512.5900000;1510.5300000;1511.2700000;234048085
MOEXTN;60;230712;150000;1511.6200000;1513.1500000;1507.7700000;1509.2400000;281369938
MOEXTN;60;230712;160000;1509.3300000;1511.2500000;1508.2200000;1509.5600000;158438917
MOEXTN;60;230712;170000;1509.3400000;1509.3800000;1507.1900000;1508.9000000;147344956
MOEXTN;60;230712;180000;1508.9100000;1510.3000000;1507.9100000;1509.9500000;315840715
MOEXTN;60;230713;100000;1508.5600000;1512.1600000;1494.7800000;1498.8100000;805826488
MOEXTN;60;230713;110000;1498.4700000;1505.5600000;1493.1400000;1505.3600000;311975841
MOEXTN;60;230713;120000;1505.2600000;1505.4300000;1499.3300000;1499.4500000;138670128
MOEXTN;60;230713;130000;1499.4600000;1501.8400000;1496.2800000;1499.6800000;172550920
MOEXTN;60;230713;140000;1499.9300000;1500.1800000;1497.0900000;1498.3000000;79783777
MOEXTN;60;230713;150000;1498.2500000;1501.3200000;1497.7300000;1499.3000000;65380282
MOEXTN;60;230713;160000;1499.3000000;1500.7800000;1498.6600000;1499.4300000;81168639
MOEXTN;60;230713;170000;1499.2300000;1503.1300000;1498.4300000;1502.5500000;86485845
MOEXTN;60;230713;180000;1502.3600000;1503.1800000;1500.4800000;1502.8600000;95053326
MOEXTN;60;230714;100000;1500.3800000;1502.1700000;1495.4000000;1496.6000000;391541308
MOEXTN;60;230714;110000;1496.7800000;1503.4100000;1496.6300000;1503.1400000;255665980
MOEXTN;60;230714;120000;1502.8900000;1506.7600000;1501.3700000;1506.2100000;186008430
MOEXTN;60;230714;130000;1506.3800000;1510.0400000;1506.1600000;1508.0300000;121747129
MOEXTN;60;230714;140000;1508.1400000;1508.8200000;1505.7600000;1507.0400000;105627833
MOEXTN;60;230714;150000;1506.5000000;1507.7100000;1503.7800000;1504.5800000;102363927
MOEXTN;60;230714;160000;1504.5900000;1506.1700000;1502.3700000;1506.1700000;133724351
MOEXTN;60;230714;170000;1506.5600000;1506.5600000;1503.3400000;1504.8300000;69138598
MOEXTN;60;230714;180000;1504.3800000;1504.6900000;1501.2800000;1501.2800000;90661437
MOEXTN;60;230717;100000;1497.0200000;1538.1300000;1497.0200000;1534.6400000;1412572479
MOEXTN;60;230717;110000;1535.0100000;1549.6600000;1534.9400000;1541.9800000;644818714
MOEXTN;60;230717;120000;1542.1300000;1542.1300000;1534.4400000;1539.3900000;427323370
MOEXTN;60;230717;130000;1539.5100000;1540.1000000;1532.0800000;1536.4400000;221415343
MOEXTN;60;230717;140000;1536.4400000;1547.6300000;1535.7000000;1546.6500000;310173010
MOEXTN;60;230717;150000;1547.2400000;1549.0600000;1544.7300000;1548.9400000;322355659
MOEXTN;60;230717;160000;1549.0900000;1557.3600000;1548.4500000;1552.0200000;788417184
MOEXTN;60;230717;170000;1551.4100000;1555.2000000;1550.7200000;1551.3700000;252051213
MOEXTN;60;230717;180000;1551.8600000;1566.7800000;1551.8600000;1566.7800000;551466123
MOEXTN;60;230718;100000;1588.7800000;1625.6500000;1586.9200000;1625.6500000;1961665909
MOEXTN;60;230718;110000;1626.8900000;1627.1600000;1615.7600000;1626.3200000;1000365995
MOEXTN;60;230718;120000;1627.7700000;1632.0700000;1626.7800000;1629.3200000;519129161
MOEXTN;60;230718;130000;1629.5800000;1631.2000000;1626.3200000;1627.4100000;257059602
MOEXTN;60;230718;140000;1628.0800000;1631.4100000;1627.9500000;1629.6500000;245242849
MOEXTN;60;230718;150000;1629.5000000;1644.4200000;1628.5400000;1638.7200000;866409936
MOEXTN;60;230718;160000;1638.3100000;1641.0100000;1633.4100000;1633.5100000;416891993
MOEXTN;60;230718;170000;1633.3000000;1636.4700000;1617.9800000;1636.4700000;742079317
MOEXTN;60;230718;180000;1636.2600000;1636.2600000;1625.3400000;1632.5600000;458961993
MOEXTN;60;230719;100000;1641.9200000;1648.0800000;1615.3300000;1617.0200000;814164766
MOEXTN;60;230719;110000;1616.3700000;1617.0500000;1599.2600000;1606.2800000;595217015
MOEXTN;60;230719;120000;1605.8700000;1611.6800000;1605.8700000;1610.3100000;179420909
MOEXTN;60;230719;130000;1610.3400000;1611.8300000;1604.6800000;1605.1400000;141759958
MOEXTN;60;230719;140000;1605.8100000;1607.7900000;1602.0900000;1602.8500000;298220980
MOEXTN;60;230719;150000;1603.5300000;1604.6100000;1601.4600000;1601.4600000;100917936
MOEXTN;60;230719;160000;1601.8000000;1608.5400000;1601.8000000;1608.2700000;187830846
MOEXTN;60;230719;170000;1608.8500000;1610.9300000;1605.9100000;1607.7000000;135774427
MOEXTN;60;230719;180000;1607.3900000;1608.5600000;1601.5000000;1603.1500000;154952229
MOEXTN;60;230720;100000;1612.5600000;1614.2200000;1598.5700000;1602.4600000;440761976
MOEXTN;60;230720;110000;1602.9300000;1607.5900000;1598.0200000;1598.8400000;561842678
MOEXTN;60;230720;120000;1598.7500000;1604.6100000;1588.3000000;1600.9500000;387003457
MOEXTN;60;230720;130000;1600.9700000;1605.3900000;1600.2100000;1602.6500000;149099440
MOEXTN;60;230720;140000;1602.8100000;1605.3900000;1600.8900000;1604.2600000;106320031
MOEXTN;60;230720;150000;1604.9300000;1609.5800000;1603.2600000;1609.5800000;166460624
MOEXTN;60;230720;160000;1609.3100000;1621.9600000;1607.1100000;1618.5400000;561219051
MOEXTN;60;230720;170000;1618.9900000;1621.7700000;1609.5500000;1610.6500000;295599273
MOEXTN;60;230720;180000;1610.6200000;1612.8300000;1604.5900000;1605.7500000;236110542
MOEXTN;60;230721;100000;1597.2200000;1605.7900000;1583.1300000;1604.4000000;347956757
MOEXTN;60;230721;110000;1604.1300000;1611.8400000;1601.2000000;1609.1800000;379249255
MOEXTN;60;230721;120000;1608.9500000;1611.1700000;1607.5000000;1609.9800000;151108421
MOEXTN;60;230721;130000;1609.7700000;1613.8800000;1591.9300000;1603.2400000;358169788
MOEXTN;60;230721;140000;1603.1600000;1612.4600000;1602.1100000;1611.0900000;172877650
MOEXTN;60;230721;150000;1610.8400000;1613.2500000;1608.7600000;1609.6300000;118039970
MOEXTN;60;230721;160000;1609.6900000;1616.0600000;1607.3700000;1611.6000000;94498901
MOEXTN;60;230721;170000;1611.4800000;1614.8800000;1611.0100000;1612.3000000;77639136
MOEXTN;60;230721;180000;1611.7800000;1613.1200000;1610.8700000;1612.2000000;83329391
MOEXTN;60;230724;100000;1623.2100000;1633.9300000;1620.4400000;1632.3900000;454922188
MOEXTN;60;230724;110000;1632.6600000;1637.5300000;1629.3200000;1630.4000000;407217489
MOEXTN;60;230724;120000;1630.3100000;1631.9900000;1628.2400000;1629.6400000;135405860
MOEXTN;60;230724;130000;1629.2300000;1632.4000000;1628.7500000;1631.5000000;127898623
MOEXTN;60;230724;140000;1631.8100000;1633.5500000;1629.8200000;1633.1900000;195769635
MOEXTN;60;230724;150000;1633.4800000;1640.8100000;1630.6700000;1639.9100000;951654493
MOEXTN;60;230724;160000;1639.9300000;1645.1800000;1638.2500000;1642.3700000;428946907
MOEXTN;60;230724;170000;1642.1300000;1643.9200000;1639.4600000;1640.9000000;639892281
MOEXTN;60;230724;180000;1641.4200000;1642.4800000;1639.9400000;1642.2900000;154876345
MOEXTN;60;230725;100000;1654.9800000;1666.5100000;1649.8100000;1665.3000000;1158835261
MOEXTN;60;230725;110000;1665.0700000;1665.6800000;1659.7400000;1661.2000000;375549721
MOEXTN;60;230725;120000;1660.6800000;1665.5300000;1660.3900000;1665.5000000;363563861
MOEXTN;60;230725;130000;1665.0400000;1668.0200000;1664.2500000;1666.5900000;467998521
MOEXTN;60;230725;140000;1666.5700000;1668.4100000;1662.2800000;1663.9700000;346404827
MOEXTN;60;230725;150000;1664.0500000;1670.3400000;1662.8800000;1665.9000000;567339491
MOEXTN;60;230725;160000;1665.9700000;1670.1300000;1661.6300000;1664.8500000;281705572
MOEXTN;60;230725;170000;1664.8200000;1668.5700000;1663.5000000;1667.7200000;232293504
MOEXTN;60;230725;180000;1667.8000000;1672.6800000;1667.5000000;1672.6800000;200691653
MOEXTN;60;230726;100000;1677.9900000;1683.5000000;1672.2100000;1672.4400000;1013140298
MOEXTN;60;230726;110000;1670.4700000;1670.4700000;1657.2400000;1669.4800000;631477906
MOEXTN;60;230726;120000;1669.7800000;1669.9000000;1657.8000000;1658.2600000;281842162
MOEXTN;60;230726;130000;1658.0700000;1665.5000000;1658.0700000;1665.2000000;198527753
MOEXTN;60;230726;140000;1665.0600000;1670.6400000;1664.3900000;1665.7600000;183511043
MOEXTN;60;230726;150000;1666.0500000;1667.9700000;1662.8700000;1665.3600000;187034970
MOEXTN;60;230726;160000;1665.2400000;1666.1600000;1662.6300000;1664.3900000;182897514
MOEXTN;60;230726;170000;1664.3900000;1665.7100000;1660.7100000;1661.5600000;151643872
MOEXTN;60;230726;180000;1661.3200000;1673.7500000;1661.3200000;1669.2300000;714393248
MOEXTN;60;230727;100000;1681.2300000;1685.4800000;1675.4900000;1679.5500000;621898870
MOEXTN;60;230727;110000;1679.3400000;1681.6700000;1674.6900000;1678.9000000;363441880
MOEXTN;60;230727;120000;1679.0800000;1680.3200000;1674.7300000;1676.1900000;175579566
MOEXTN;60;230727;130000;1676.2300000;1678.3400000;1674.7200000;1676.1200000;214087741
MOEXTN;60;230727;140000;1676.3100000;1684.2300000;1675.3000000;1681.0900000;346600103
MOEXTN;60;230727;150000;1681.1000000;1690.9400000;1681.1000000;1685.2600000;523386654
MOEXTN;60;230727;160000;1685.0700000;1686.1300000;1682.6800000;1682.6800000;169483102
MOEXTN;60;230727;170000;1682.9800000;1683.8800000;1681.3700000;1682.4700000;108954171
MOEXTN;60;230727;180000;1682.6100000;1683.4800000;1680.9100000;1681.5800000;95911021
MOEXTN;60;230728;100000;1686.2800000;1709.8300000;1684.2400000;1695.3400000;1842982990
MOEXTN;60;230728;110000;1694.4600000;1696.9500000;1686.8200000;1691.5400000;624927920
MOEXTN;60;230728;120000;1691.5300000;1695.3000000;1690.4500000;1694.1900000;535309703
MOEXTN;60;230728;130000;1693.9900000;1695.1100000;1692.6400000;1693.4400000;188116175
MOEXTN;60;230728;140000;1693.6400000;1696.1100000;1690.9400000;1691.8200000;291552789
MOEXTN;60;230728;150000;1691.7500000;1696.4200000;1691.7500000;1696.0900000;265475401
MOEXTN;60;230728;160000;1695.9200000;1699.1800000;1692.6600000;1694.1200000;437796503
MOEXTN;60;230728;170000;1693.8600000;1695.7900000;1692.8800000;1694.4200000;199287786
MOEXTN;60;230728;180000;1694.4000000;1694.7500000;1692.6100000;1693.9800000;138887045
MOEXTN;60;230731;100000;1704.1100000;1707.4500000;1699.3900000;1702.2900000;982873210
MOEXTN;60;230731;110000;1702.3200000;1707.3200000;1698.8300000;1706.5100000;390686528
MOEXTN;60;230731;120000;1706.7300000;1718.5600000;1705.8900000;1714.6700000;676076820
MOEXTN;60;230731;130000;1714.5400000;1741.7100000;1714.5400000;1739.5700000;1451953855
MOEXTN;60;230731;140000;1739.9000000;1740.0000000;1727.3400000;1730.6200000;499748120
MOEXTN;60;230731;150000;1730.6100000;1735.0100000;1726.7800000;1731.9400000;263436274
MOEXTN;60;230731;160000;1731.5700000;1733.6400000;1730.3700000;1731.6700000;171607270
MOEXTN;60;230731;170000;1732.0700000;1733.3100000;1729.1700000;1731.3400000;229512988
MOEXTN;60;230731;180000;1731.6600000;1736.3600000;1730.9700000;1734.6800000;233987868
MOEXTN;60;230801;100000;1752.2000000;1752.5200000;1730.4500000;1743.4700000;848852717
MOEXTN;60;230801;110000;1743.6900000;1802.2600000;1741.5000000;1797.9800000;3776281686
MOEXTN;60;230801;120000;1797.9700000;1798.2200000;1787.5300000;1791.3500000;724236966
MOEXTN;60;230801;130000;1791.9700000;1795.4400000;1788.7500000;1795.0500000;455338783
MOEXTN;60;230801;140000;1794.7900000;1795.4200000;1783.5700000;1784.4900000;475633016
MOEXTN;60;230801;150000;1784.5000000;1785.9000000;1780.3000000;1784.5300000;296659249
MOEXTN;60;230801;160000;1785.2100000;1795.9500000;1784.2200000;1793.3800000;826805230
MOEXTN;60;230801;170000;1793.8900000;1796.4000000;1781.7300000;1782.4900000;521563553
MOEXTN;60;230801;180000;1782.5400000;1785.7900000;1778.1200000;1782.9500000;269118380
MOEXTN;60;230802;100000;1809.1800000;1844.8900000;1809.1800000;1844.8500000;3312466686
MOEXTN;60;230802;110000;1843.7100000;1910.1400000;1843.7100000;1889.6900000;6095984882
MOEXTN;60;230802;120000;1888.4400000;1896.1700000;1882.2600000;1889.7800000;1477989105
MOEXTN;60;230802;130000;1889.5500000;1901.5700000;1887.0000000;1901.5700000;1241424529
MOEXTN;60;230802;140000;1901.7500000;1908.6500000;1899.6300000;1908.2600000;1247224775
MOEXTN;60;230802;150000;1908.2700000;1947.4700000;1908.2700000;1943.2700000;2795863961
MOEXTN;60;230802;160000;1942.8000000;1987.7300000;1940.1700000;1961.8400000;7447422582
MOEXTN;60;230802;170000;1962.9900000;1972.0300000;1914.1900000;1924.3500000;3462327628
MOEXTN;60;230802;180000;1925.5000000;1953.3000000;1925.5000000;1938.9200000;1584146396
MOEXTN;60;230803;100000;1971.7500000;1998.6100000;1937.8800000;1954.0900000;7710274778
MOEXTN;60;230803;110000;1956.9800000;1957.5000000;1940.3300000;1944.9400000;1907911754
MOEXTN;60;230803;120000;1944.0300000;1967.5300000;1944.0300000;1966.7000000;1097793355
MOEXTN;60;230803;130000;1965.6200000;1977.8100000;1962.5400000;1971.9500000;1213479512
MOEXTN;60;230803;140000;1972.1700000;1975.1700000;1961.8500000;1962.0900000;737864210
MOEXTN;60;230803;150000;1962.1400000;1965.5000000;1954.5500000;1958.6500000;548989075
MOEXTN;60;230803;160000;1957.5500000;1960.3500000;1949.5000000;1955.3200000;749584658
MOEXTN;60;230803;170000;1955.3900000;1955.3900000;1946.3700000;1954.0900000;448752217
MOEXTN;60;230803;180000;1953.4200000;1960.2800000;1953.2800000;1956.6200000;371716817
MOEXTN;60;230804;100000;1968.3900000;1979.7500000;1951.1300000;1964.4000000;1537740523
MOEXTN;60;230804;110000;1965.2200000;1983.4500000;1957.3100000;1974.8800000;2188545321
MOEXTN;60;230804;120000;1974.9400000;1981.9600000;1972.3300000;1978.2400000;961281627
MOEXTN;60;230804;130000;1978.7200000;1985.8500000;1974.8100000;1983.2400000;990211716
MOEXTN;60;230804;140000;1983.1600000;1990.7800000;1959.1500000;1975.7500000;1493136251
MOEXTN;60;230804;150000;1974.9500000;1974.9500000;1842.3600000;1938.3400000;3371499734
MOEXTN;60;230804;160000;1940.8000000;1954.5600000;1937.6800000;1941.1400000;717880152
MOEXTN;60;230804;170000;1940.5300000;1940.5300000;1902.2000000;1924.7200000;936828083
MOEXTN;60;230804;180000;1924.1400000;1924.1400000;1904.9500000;1907.8900000;406687955
MOEXTN;60;230807;100000;1944.4700000;1989.3100000;1941.9000000;1989.3100000;3474136121
MOEXTN;60;230807;110000;1990.6700000;1995.6700000;1978.7500000;1994.5600000;2249334939
MOEXTN;60;230807;120000;1995.0900000;2039.1000000;1992.7200000;2027.8200000;5993080331
MOEXTN;60;230807;130000;2027.7500000;2073.4700000;2027.2300000;2059.4000000;6129323468
MOEXTN;60;230807;140000;2058.6000000;2064.7300000;2046.3100000;2059.7100000;2513144835
MOEXTN;60;230807;150000;2061.9200000;2067.6800000;2041.0000000;2050.4700000;2447329624
MOEXTN;60;230807;160000;2050.0700000;2065.8100000;2047.0300000;2059.6600000;1603155176
MOEXTN;60;230807;170000;2059.8900000;2062.7700000;2035.6300000;2043.3200000;1532916410
MOEXTN;60;230807;180000;2044.1900000;2044.1900000;2015.9000000;2033.2200000;1380290918
MOEXTN;60;230808;100000;2047.9400000;2047.9400000;1963.7600000;1975.4600000;5034433805
MOEXTN;60;230808;110000;1973.8300000;1976.6100000;1933.2800000;1972.8500000;3296118473
MOEXTN;60;230808;120000;1975.2800000;1975.2800000;1946.6900000;1960.7200000;1213384606
MOEXTN;60;230808;130000;1960.9900000;1972.1200000;1959.6400000;1962.3300000;820347530
MOEXTN;60;230808;140000;1962.4400000;1986.6700000;1958.8500000;1977.3700000;928673157
MOEXTN;60;230808;150000;1977.3700000;1987.9200000;1969.2300000;1970.5600000;949451694
MOEXTN;60;230808;160000;1970.6100000;1974.5600000;1949.9300000;1957.7500000;1565098508
MOEXTN;60;230808;170000;1955.9200000;1968.9400000;1953.5300000;1966.3900000;903244950
MOEXTN;60;230808;180000;1966.4400000;1966.6300000;1958.1700000;1958.4300000;382236255
MOEXTN;60;230809;100000;1980.9700000;1980.9700000;1946.2200000;1962.4700000;2138752746
MOEXTN;60;230809;110000;1961.8000000;1967.4400000;1955.8900000;1964.6900000;583436778
MOEXTN;60;230809;120000;1964.5300000;1968.9500000;1952.1400000;1952.1400000;387664631
MOEXTN;60;230809;130000;1951.8400000;1958.4300000;1943.9000000;1946.3600000;501378598
MOEXTN;60;230809;140000;1946.2300000;1956.6500000;1946.0100000;1953.3100000;298759225
MOEXTN;60;230809;150000;1952.8900000;1956.3200000;1949.6300000;1953.3800000;208796203
MOEXTN;60;230809;160000;1953.5300000;1966.1700000;1952.0300000;1963.4200000;461552893
MOEXTN;60;230809;170000;1963.3900000;2001.7900000;1963.3900000;1997.3000000;1909042538
MOEXTN;60;230809;180000;1997.0000000;2004.2200000;1974.6600000;1979.4000000;1437166583
MOEXTN;60;230810;100000;1991.8900000;1997.3600000;1967.4400000;1985.5700000;1224299847
MOEXTN;60;230810;110000;1984.5900000;1985.7400000;1974.8100000;1981.2300000;563065721
MOEXTN;60;230810;120000;1981.6000000;1988.7900000;1976.0600000;1985.1200000;490917139
MOEXTN;60;230810;130000;1986.2300000;1987.6100000;1980.5900000;1980.6900000;258000030
MOEXTN;60;230810;140000;1981.3900000;1982.8500000;1975.6100000;1980.2800000;357444283
MOEXTN;60;230810;150000;1980.1200000;1997.5800000;1980.1200000;1988.0100000;993730895
MOEXTN;60;230810;160000;1987.8100000;1989.3400000;1983.9700000;1987.5500000;231218899
MOEXTN;60;230810;170000;1987.8300000;1989.7400000;1977.8700000;1978.6000000;337049604
MOEXTN;60;230810;180000;1977.8900000;1988.4700000;1976.1600000;1980.1700000;278190956
MOEXTN;60;230811;100000;1986.5600000;1999.7800000;1980.7200000;1994.1200000;1652530350
MOEXTN;60;230811;110000;1993.9800000;2003.3000000;1988.7000000;1990.8400000;788945269
MOEXTN;60;230811;120000;1990.9600000;1999.9500000;1984.8200000;1997.0600000;409382982
MOEXTN;60;230811;130000;1996.8000000;1997.7900000;1992.2000000;1994.7900000;207569922
MOEXTN;60;230811;140000;1995.5600000;2009.6600000;1994.6000000;2001.3400000;722572341
MOEXTN;60;230811;150000;2000.8600000;2005.5300000;2000.0100000;2000.4000000;238380813
MOEXTN;60;230811;160000;2000.7300000;2003.1500000;1995.0600000;1995.5600000;281522923
MOEXTN;60;230811;170000;1995.5600000;2000.3100000;1994.9200000;1999.6600000;183653010
MOEXTN;60;230811;180000;1999.7500000;2004.4800000;1999.7500000;2001.9800000;233783265
MOEXTN;60;230814;100000;2027.0400000;2034.9200000;2017.0700000;2025.9700000;1531043434
MOEXTN;60;230814;110000;2025.6700000;2025.7100000;2018.1800000;2020.6600000;593113735
MOEXTN;60;230814;120000;2020.7900000;2032.5700000;2020.7900000;2030.3500000;1042873989
MOEXTN;60;230814;130000;2030.3400000;2033.6300000;2020.7400000;2026.1600000;741440558
MOEXTN;60;230814;140000;2025.5200000;2026.4400000;2017.3000000;2019.6200000;302295108
MOEXTN;60;230814;150000;2019.7100000;2021.7500000;2015.7900000;2018.5500000;491646812
MOEXTN;60;230814;160000;2018.9300000;2020.6900000;2016.7400000;2020.6900000;233355600
MOEXTN;60;230814;170000;2019.6600000;2021.9600000;1965.5000000;1991.5400000;1660075571
MOEXTN;60;230814;180000;1992.3200000;1994.4800000;1964.2300000;1967.6300000;759633938
MOEXTN;60;230815;100000;1926.8800000;1987.2000000;1911.3400000;1985.9500000;1623696883
MOEXTN;60;230815;110000;1987.6600000;1987.7000000;1961.4400000;1973.8600000;531599535
MOEXTN;60;230815;120000;1974.2800000;1983.5000000;1969.2100000;1981.3200000;248814156
MOEXTN;60;230815;130000;1981.3200000;1989.2500000;1979.5900000;1985.2300000;305378832
MOEXTN;60;230815;140000;1985.9700000;2005.7500000;1985.4200000;1996.7400000;1086943931
MOEXTN;60;230815;150000;1996.5100000;1996.7600000;1985.1600000;1988.3700000;429801087
MOEXTN;60;230815;160000;1988.4900000;1991.0800000;1986.6600000;1989.7200000;260666326
MOEXTN;60;230815;170000;1988.3400000;1992.7300000;1986.2300000;1990.1900000;528241358
MOEXTN;60;230815;180000;1990.1100000;1992.3900000;1972.4000000;1974.2500000;761285191
MOEXTN;60;230816;100000;1974.4700000;1984.8400000;1958.6600000;1967.5200000;2127881690
MOEXTN;60;230816;110000;1967.6100000;1967.6100000;1935.8000000;1941.1600000;1199957644
MOEXTN;60;230816;120000;1940.5900000;1951.4500000;1910.8600000;1910.8600000;1429818498
MOEXTN;60;230816;130000;1909.5400000;1932.7200000;1903.9000000;1924.0200000;1015018913
MOEXTN;60;230816;140000;1924.0500000;1925.7500000;1895.1500000;1895.1500000;568299619
MOEXTN;60;230816;150000;1895.0700000;1903.2400000;1839.0600000;1892.8300000;1789448708
MOEXTN;60;230816;160000;1897.0400000;1905.1100000;1870.5600000;1902.6700000;1206426294
MOEXTN;60;230816;170000;1902.1400000;1911.7700000;1891.7500000;1904.7700000;524245250
MOEXTN;60;230816;180000;1905.0100000;1912.9900000;1898.2700000;1909.6800000;364298655
MOEXTN;60;230817;100000;1953.8900000;2017.2400000;1935.0200000;2007.0700000;3887523221
MOEXTN;60;230817;110000;2007.4200000;2015.9300000;1988.3600000;1999.1200000;1889490960
MOEXTN;60;230817;120000;1998.9900000;2002.7400000;1954.8600000;1957.5100000;1493579026
MOEXTN;60;230817;130000;1958.2300000;1985.6200000;1955.4700000;1972.0900000;832710552
MOEXTN;60;230817;140000;1972.4100000;1976.0900000;1966.1700000;1969.6100000;480829991
MOEXTN;60;230817;150000;1968.5900000;1973.4000000;1960.4000000;1968.5200000;262223980
MOEXTN;60;230817;160000;1967.4200000;1975.1900000;1963.6000000;1973.9100000;346399905
MOEXTN;60;230817;170000;1973.9100000;1981.2400000;1967.8800000;1972.8600000;287931782
MOEXTN;60;230817;180000;1972.3900000;1979.5400000;1968.6700000;1979.5200000;237615989
MOEXTN;60;230818;100000;1988.4600000;1988.4600000;1949.7700000;1956.1400000;886709946
MOEXTN;60;230818;110000;1955.1300000;1962.0900000;1948.3900000;1960.0400000;285956056
MOEXTN;60;230818;120000;1961.1200000;1966.2800000;1958.6600000;1960.5600000;172583335
MOEXTN;60;230818;130000;1960.7500000;1970.1400000;1958.5200000;1967.0500000;469642368
MOEXTN;60;230818;140000;1967.1500000;1968.7000000;1959.1600000;1961.6000000;165875019
MOEXTN;60;230818;150000;1961.7600000;1964.2700000;1960.0200000;1962.5600000;150050662
MOEXTN;60;230818;160000;1962.2300000;1963.5900000;1959.7500000;1963.5900000;89986287
MOEXTN;60;230818;170000;1964.0100000;1971.4500000;1961.4200000;1971.1100000;234424515
MOEXTN;60;230818;180000;1970.6200000;1982.9200000;1970.4000000;1982.9200000;459918684
MOEXTN;60;230821;100000;1995.5400000;2045.7300000;1995.5400000;2040.6300000;4015665094
MOEXTN;60;230821;110000;2040.1100000;2040.2900000;2026.8000000;2033.2600000;1408476001
MOEXTN;60;230821;120000;2032.7200000;2046.9100000;2031.8600000;2041.8000000;1062010551
MOEXTN;60;230821;130000;2041.7200000;2044.0600000;2038.6200000;2040.2400000;545299288
MOEXTN;60;230821;140000;2040.4800000;2045.3800000;2038.0600000;2039.3700000;995152779
MOEXTN;60;230821;150000;2038.2300000;2050.3700000;2037.9900000;2047.7000000;650553347
MOEXTN;60;230821;160000;2046.6700000;2051.0200000;2031.5300000;2031.5300000;1105878555
MOEXTN;60;230821;170000;2030.9800000;2047.8200000;2026.6300000;2046.9000000;765695163
MOEXTN;60;230821;180000;2046.8600000;2060.0800000;2044.9100000;2060.0800000;1036079478
MOEXTN;60;230822;100000;2071.9600000;2081.5600000;2053.1900000;2069.1200000;3281450608
MOEXTN;60;230822;110000;2068.7500000;2071.0100000;2060.7900000;2062.1600000;719702412
MOEXTN;60;230822;120000;2062.4300000;2063.5500000;2051.8300000;2058.8600000;726776186
MOEXTN;60;230822;130000;2058.4000000;2059.1500000;2051.8200000;2052.6600000;345610649
MOEXTN;60;230822;140000;2052.5900000;2055.9800000;2048.1800000;2053.4200000;520060630
MOEXTN;60;230822;150000;2053.2500000;2054.8400000;2047.7600000;2053.6100000;623550572
MOEXTN;60;230822;160000;2053.8300000;2053.8500000;2040.1500000;2041.8900000;614351531
MOEXTN;60;230822;170000;2041.7500000;2048.0500000;2041.0100000;2045.3600000;432551605
MOEXTN;60;230822;180000;2045.4500000;2048.8700000;2042.8300000;2044.2400000;313379950
MOEXTN;60;230823;100000;2057.1900000;2058.2500000;2046.1700000;2048.0900000;609705109
MOEXTN;60;230823;110000;2048.3800000;2051.5300000;2020.3000000;2033.6100000;737647472
MOEXTN;60;230823;120000;2033.4700000;2042.6100000;2032.0400000;2039.3900000;272511829
MOEXTN;60;230823;130000;2039.5400000;2040.1000000;2030.9900000;2034.0300000;164565289
MOEXTN;60;230823;140000;2034.7800000;2035.3600000;2018.4500000;2026.3700000;410229987
MOEXTN;60;230823;150000;2026.2100000;2026.6700000;2008.3000000;2010.0400000;560404415
MOEXTN;60;230823;160000;2010.9100000;2024.0300000;1998.5400000;2019.3200000;819809594
MOEXTN;60;230823;170000;2019.0700000;2029.7800000;2014.0800000;2028.8800000;280679053
MOEXTN;60;230823;180000;2029.1300000;2030.6900000;2025.8000000;2029.5400000;197747771
MOEXTN;60;230824;100000;2001.1400000;2029.8400000;2001.1400000;2012.1600000;1092279113
MOEXTN;60;230824;110000;2011.3000000;2027.8300000;2011.3000000;2024.2600000;947332749
MOEXTN;60;230824;120000;2025.0000000;2026.5900000;2017.6200000;2019.1300000;338294490
