<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
MOEXTN;60;210917;170000;1450.5300000;1450.5300000;1435.7500000;1438.9800000;124170746
MOEXTN;60;210917;180000;1439.4900000;1445.5100000;1435.4900000;1443.2000000;890201949
MOEXTN;60;210920;100000;1436.8200000;1443.2400000;1427.3500000;1432.0600000;298989679
MOEXTN;60;210920;110000;1431.6400000;1439.3700000;1430.6000000;1436.5000000;114628316
MOEXTN;60;210920;120000;1436.4500000;1437.6400000;1426.1900000;1426.1900000;108047338
MOEXTN;60;210920;130000;1426.6600000;1432.8700000;1426.1900000;1427.7400000;68639278
MOEXTN;60;210920;140000;1427.5900000;1431.0800000;1425.3500000;1429.5700000;61212356
MOEXTN;60;210920;150000;1429.2900000;1431.7500000;1421.6900000;1422.1900000;129529428
MOEXTN;60;210920;160000;1423.1000000;1427.4800000;1420.2000000;1421.0900000;118321581
MOEXTN;60;210920;170000;1419.9700000;1421.7200000;1408.5200000;1415.5200000;118821870
MOEXTN;60;210920;180000;1416.1700000;1422.3200000;1410.2000000;1415.5200000;78960345
MOEXTN;60;210921;100000;1415.3900000;1430.1600000;1415.0500000;1426.5300000;195099048
MOEXTN;60;210921;110000;1426.7100000;1427.8700000;1416.9200000;1425.3200000;144941652
MOEXTN;60;210921;120000;1421.0400000;1423.6900000;1416.1300000;1418.6800000;96595023
MOEXTN;60;210921;130000;1419.1300000;1421.7800000;1418.2500000;1419.9500000;64228232
MOEXTN;60;210921;140000;1419.8800000;1425.0700000;1418.8300000;1419.8200000;55008715
MOEXTN;60;210921;150000;1420.5100000;1425.0000000;1420.3700000;1423.0600000;102004645
MOEXTN;60;210921;160000;1422.7200000;1426.1800000;1419.7300000;1421.8600000;47198722
MOEXTN;60;210921;170000;1422.3200000;1422.9200000;1418.9400000;1420.9500000;97355540
MOEXTN;60;210921;180000;1421.1500000;1425.7500000;1420.0600000;1425.7500000;69789171
MOEXTN;60;210922;100000;1428.5600000;1433.5500000;1422.6700000;1429.9100000;153343275
MOEXTN;60;210922;110000;1430.0600000;1431.0000000;1426.4300000;1428.8200000;71692738
MOEXTN;60;210922;120000;1428.6400000;1429.8600000;1426.0000000;1429.2500000;46243699
MOEXTN;60;210922;130000;1429.1000000;1434.3600000;1428.8400000;1431.1500000;68827375
MOEXTN;60;210922;140000;1431.1500000;1433.6400000;1430.1600000;1432.2600000;67097418
MOEXTN;60;210922;150000;1432.1200000;1435.6900000;1431.7400000;1433.7600000;57524209
MOEXTN;60;210922;160000;1433.7600000;1434.0800000;1431.2000000;1432.0500000;38697184
MOEXTN;60;210922;170000;1431.9400000;1433.0700000;1431.4500000;1432.3800000;35137629
MOEXTN;60;210922;180000;1432.3800000;1435.0900000;1431.4900000;1433.4600000;61294048
MOEXTN;60;210923;100000;1437.2700000;1446.0400000;1436.0400000;1440.0900000;93065228
MOEXTN;60;210923;110000;1440.2900000;1442.2000000;1439.5500000;1441.3100000;43826067
MOEXTN;60;210923;120000;1441.0300000;1441.2700000;1435.1900000;1437.6200000;138248717
MOEXTN;60;210923;130000;1437.5000000;1438.0300000;1431.6200000;1432.4500000;94133109
MOEXTN;60;210923;140000;1432.7100000;1435.2200000;1429.8000000;1432.6300000;86308395
MOEXTN;60;210923;150000;1432.5600000;1434.5700000;1430.4800000;1430.4800000;34025630
MOEXTN;60;210923;160000;1430.3700000;1432.1100000;1428.5700000;1431.3900000;36769738
MOEXTN;60;210923;170000;1431.3000000;1432.9700000;1429.8000000;1430.3800000;32119675
MOEXTN;60;210923;180000;1430.4900000;1432.2600000;1429.6900000;1429.6900000;36022454
MOEXTN;60;210924;100000;1431.7700000;1444.2600000;1431.7700000;1437.0100000;60266466
MOEXTN;60;210924;110000;1436.8600000;1436.9700000;1432.2200000;1432.5300000;33556135
MOEXTN;60;210924;120000;1432.3900000;1433.9300000;1431.1500000;1433.2700000;29130529
MOEXTN;60;210924;130000;1433.2700000;1445.1300000;1432.0200000;1442.6100000;347196896
MOEXTN;60;210924;140000;1443.1400000;1445.5700000;1441.3500000;1442.4800000;225302402
MOEXTN;60;210924;150000;1442.9100000;1443.8800000;1438.3800000;1438.6800000;89618110
MOEXTN;60;210924;160000;1438.8600000;1439.5000000;1434.7900000;1435.9700000;146236445
MOEXTN;60;210924;170000;1435.9700000;1440.2800000;1435.7800000;1440.2800000;116841044
MOEXTN;60;210924;180000;1440.3500000;1452.1400000;1440.3500000;1450.1100000;395143496
MOEXTN;60;210927;100000;1455.7000000;1460.3600000;1451.3700000;1452.1700000;253075739
MOEXTN;60;210927;110000;1451.9100000;1455.8100000;1449.0400000;1451.2900000;136110871
MOEXTN;60;210927;120000;1451.5800000;1455.3200000;1450.8300000;1455.3200000;62882689
MOEXTN;60;210927;130000;1455.0200000;1457.5000000;1451.7700000;1455.3100000;73243499
MOEXTN;60;210927;140000;1455.0500000;1457.8700000;1453.8500000;1454.8900000;56446502
MOEXTN;60;210927;150000;1454.6000000;1465.7500000;1453.1300000;1465.2100000;329332473
MOEXTN;60;210927;160000;1465.3200000;1475.0600000;1463.4600000;1473.5400000;922409485
MOEXTN;60;210927;170000;1473.8400000;1478.6600000;1470.6500000;1476.4500000;227440268
MOEXTN;60;210927;180000;1476.6300000;1478.3700000;1474.4500000;1477.6100000;169556924
MOEXTN;60;210928;100000;1483.2300000;1483.4200000;1469.0800000;1475.6000000;285157870
MOEXTN;60;210928;110000;1475.1500000;1475.8000000;1468.9700000;1469.7100000;149705293
MOEXTN;60;210928;120000;1469.7300000;1476.4800000;1468.9800000;1475.5100000;61815240
MOEXTN;60;210928;130000;1475.3700000;1477.3400000;1473.4100000;1475.8200000;82003400
MOEXTN;60;210928;140000;1475.8200000;1480.8800000;1470.1000000;1470.5600000;108992821
MOEXTN;60;210928;150000;1470.5600000;1477.3800000;1469.6900000;1474.8500000;69964242
MOEXTN;60;210928;160000;1474.2500000;1476.8700000;1469.9500000;1475.4000000;242193362
MOEXTN;60;210928;170000;1475.9600000;1476.6200000;1464.7700000;1466.5800000;221950278
MOEXTN;60;210928;180000;1466.6000000;1468.0100000;1464.6700000;1464.8600000;58683244
MOEXTN;60;210929;100000;1468.0500000;1485.9700000;1462.1300000;1474.0000000;786698845
MOEXTN;60;210929;110000;1474.0700000;1479.3100000;1472.0700000;1474.1200000;190955213
MOEXTN;60;210929;120000;1474.5600000;1475.4700000;1471.8100000;1472.6800000;159215131
MOEXTN;60;210929;130000;1472.6800000;1475.4900000;1471.4700000;1474.6500000;84627744
MOEXTN;60;210929;140000;1475.2000000;1476.5400000;1472.8000000;1472.9200000;87217882
MOEXTN;60;210929;150000;1472.6300000;1473.3300000;1469.1100000;1470.0200000;45702837
MOEXTN;60;210929;160000;1469.3700000;1475.2800000;1468.3200000;1474.5400000;88842521
MOEXTN;60;210929;170000;1474.1800000;1475.1400000;1470.6100000;1471.5900000;53153993
MOEXTN;60;210929;180000;1471.5400000;1474.2200000;1470.4300000;1473.3900000;93347806
MOEXTN;60;210930;100000;1477.9600000;1478.8600000;1469.9900000;1473.5700000;102921105
MOEXTN;60;210930;110000;1473.7700000;1481.6000000;1471.9300000;1480.3200000;97487083
MOEXTN;60;210930;120000;1480.0300000;1486.6800000;1478.8700000;1483.5900000;102678794
MOEXTN;60;210930;130000;1482.9500000;1485.4800000;1481.5400000;1483.8300000;105041834
MOEXTN;60;210930;140000;1482.6000000;1485.9900000;1479.0900000;1479.9000000;57237594
MOEXTN;60;210930;150000;1480.0500000;1493.9300000;1477.8500000;1487.8500000;532243139
MOEXTN;60;210930;160000;1488.0000000;1489.6800000;1482.8000000;1487.0000000;140757657
MOEXTN;60;210930;170000;1486.8500000;1492.5200000;1483.9800000;1485.6700000;214952647
MOEXTN;60;210930;180000;1485.8900000;1489.7500000;1484.7800000;1488.1000000;169986541
MOEXTN;60;211001;100000;1490.6700000;1490.6700000;1481.4000000;1485.9600000;149492131
MOEXTN;60;211001;110000;1486.0900000;1495.8700000;1482.8900000;1494.6000000;313129481
MOEXTN;60;211001;120000;1494.3000000;1497.2600000;1489.9900000;1492.2400000;152848828
MOEXTN;60;211001;130000;1492.2400000;1492.5400000;1482.4200000;1489.0000000;69483076
MOEXTN;60;211001;140000;1489.2600000;1491.2900000;1488.1600000;1490.2900000;43093311
MOEXTN;60;211001;150000;1490.7400000;1491.8900000;1487.8400000;1489.9300000;35298388
MOEXTN;60;211001;160000;1490.2000000;1491.2300000;1488.3100000;1489.2900000;41281441
MOEXTN;60;211001;170000;1489.5000000;1489.6500000;1484.4800000;1487.8600000;56324594
MOEXTN;60;211001;180000;1487.8600000;1492.9300000;1487.5100000;1492.9000000;47674973
MOEXTN;60;211004;100000;1497.5900000;1503.7600000;1497.3200000;1500.0800000;124808585
MOEXTN;60;211004;110000;1500.2300000;1500.7400000;1493.4800000;1495.2300000;75378477
MOEXTN;60;211004;120000;1495.3800000;1496.3700000;1490.5500000;1491.9400000;50346093
MOEXTN;60;211004;130000;1491.6200000;1493.0600000;1488.0500000;1492.3600000;57787816
MOEXTN;60;211004;140000;1492.3600000;1498.1100000;1491.5500000;1497.7200000;76936104
MOEXTN;60;211004;150000;1497.5700000;1500.0700000;1496.4100000;1499.8500000;64325466
MOEXTN;60;211004;160000;1500.5000000;1502.4400000;1495.9300000;1496.8000000;137878108
MOEXTN;60;211004;170000;1496.2500000;1496.7500000;1491.1300000;1491.7600000;168476981
MOEXTN;60;211004;180000;1491.7700000;1492.1800000;1484.4500000;1490.4500000;101511788
MOEXTN;60;211005;100000;1493.9400000;1501.1700000;1490.8500000;1500.0600000;102379993
MOEXTN;60;211005;110000;1500.2100000;1505.3500000;1496.5800000;1497.6100000;63660041
MOEXTN;60;211005;120000;1497.7800000;1503.4800000;1496.6100000;1502.6900000;104318941
MOEXTN;60;211005;130000;1502.6900000;1506.8400000;1502.0100000;1504.4200000;122844802
MOEXTN;60;211005;140000;1504.5700000;1507.6500000;1504.0100000;1505.7200000;123926126
MOEXTN;60;211005;150000;1505.3600000;1507.7600000;1504.4300000;1506.1300000;64516708
MOEXTN;60;211005;160000;1505.9600000;1507.1600000;1504.2500000;1505.9200000;65553665
MOEXTN;60;211005;170000;1506.0000000;1508.2400000;1503.9100000;1506.7600000;66778050
MOEXTN;60;211005;180000;1507.2300000;1508.4000000;1505.0900000;1508.4000000;43001001
MOEXTN;60;211006;100000;1510.5000000;1511.8300000;1496.2500000;1496.3400000;133281445
MOEXTN;60;211006;110000;1496.5900000;1499.4600000;1492.0800000;1497.1200000;137624447
MOEXTN;60;211006;120000;1497.1200000;1498.0500000;1493.4000000;1495.3500000;69020904
MOEXTN;60;211006;130000;1494.9700000;1505.6800000;1488.3600000;1501.6300000;472919859
MOEXTN;60;211006;140000;1501.0400000;1505.3600000;1495.5500000;1496.2700000;423786401
MOEXTN;60;211006;150000;1495.2600000;1497.6500000;1492.0600000;1496.9700000;131033891
MOEXTN;60;211006;160000;1496.8800000;1499.7700000;1496.2100000;1497.0900000;152249105
MOEXTN;60;211006;170000;1497.3100000;1502.7200000;1497.1900000;1502.7200000;107091567
MOEXTN;60;211006;180000;1502.7400000;1504.2900000;1500.2800000;1504.2900000;129566106
MOEXTN;60;211007;100000;1508.1100000;1508.3400000;1502.1100000;1506.0100000;202129895
MOEXTN;60;211007;110000;1506.1000000;1508.7400000;1502.9600000;1503.2300000;156851162
MOEXTN;60;211007;120000;1503.2600000;1507.7600000;1500.9900000;1503.6200000;200041508
MOEXTN;60;211007;130000;1503.5400000;1505.5400000;1499.5100000;1504.5000000;103030291
MOEXTN;60;211007;140000;1504.2000000;1506.5000000;1502.7200000;1503.0900000;203620903
MOEXTN;60;211007;150000;1503.0900000;1503.7200000;1496.5500000;1501.2700000;96340310
MOEXTN;60;211007;160000;1500.7500000;1502.6800000;1499.4600000;1502.1900000;64429403
MOEXTN;60;211007;170000;1502.3400000;1504.3000000;1500.7100000;1500.8900000;65378420
MOEXTN;60;211007;180000;1500.8900000;1503.7400000;1498.7400000;1503.6700000;88056437
MOEXTN;60;211008;100000;1507.6900000;1507.6900000;1501.0000000;1503.8500000;199880660
MOEXTN;60;211008;110000;1503.8300000;1509.5900000;1503.4100000;1508.0800000;65273357
MOEXTN;60;211008;120000;1508.1300000;1511.2400000;1506.5800000;1508.7300000;121329806
MOEXTN;60;211008;130000;1508.7300000;1509.7500000;1505.8000000;1506.8100000;111937654
MOEXTN;60;211008;140000;1506.9200000;1511.0400000;1506.8300000;1508.2100000;175699286
MOEXTN;60;211008;150000;1507.9200000;1511.1400000;1506.6200000;1510.9300000;71875073
MOEXTN;60;211008;160000;1510.9300000;1514.6600000;1509.0800000;1511.5100000;406312486
MOEXTN;60;211008;170000;1511.3700000;1512.4300000;1509.8700000;1511.5800000;65783164
MOEXTN;60;211008;180000;1511.9600000;1512.0100000;1507.1600000;1507.7800000;118120102
MOEXTN;60;211011;100000;1513.3000000;1517.7000000;1509.2600000;1516.9700000;229094924
MOEXTN;60;211011;110000;1516.9700000;1517.1500000;1512.3700000;1513.7100000;132041214
MOEXTN;60;211011;120000;1513.8400000;1514.5000000;1510.4100000;1512.3300000;72447641
MOEXTN;60;211011;130000;1512.9300000;1512.9300000;1509.9300000;1511.6800000;55294782
MOEXTN;60;211011;140000;1511.7100000;1516.2600000;1510.5300000;1515.5600000;53123607
MOEXTN;60;211011;150000;1515.4100000;1517.7000000;1514.8100000;1516.0300000;56387554
MOEXTN;60;211011;160000;1515.7700000;1515.8400000;1511.8100000;1513.7400000;48052847
MOEXTN;60;211011;170000;1512.6600000;1514.6700000;1511.9500000;1513.4400000;81029791
MOEXTN;60;211011;180000;1513.4700000;1513.8900000;1511.3000000;1513.3500000;68131132
MOEXTN;60;211012;100000;1513.4900000;1513.4900000;1504.2000000;1506.9800000;148387287
MOEXTN;60;211012;110000;1506.5400000;1509.8900000;1505.4100000;1505.9100000;61637558
MOEXTN;60;211012;120000;1505.8100000;1506.9200000;1503.6100000;1505.0300000;57976872
MOEXTN;60;211012;130000;1505.0500000;1506.8700000;1503.6500000;1505.2600000;46615234
MOEXTN;60;211012;140000;1505.5500000;1511.3000000;1505.5500000;1509.8000000;52956919
MOEXTN;60;211012;150000;1509.8000000;1510.5200000;1507.0900000;1509.3700000;74398479
MOEXTN;60;211012;160000;1509.8000000;1510.4900000;1507.8200000;1509.9300000;39737373
MOEXTN;60;211012;170000;1509.7900000;1510.6900000;1507.8300000;1508.3900000;61859747
MOEXTN;60;211012;180000;1508.5400000;1509.6400000;1505.6400000;1505.6400000;70170955
MOEXTN;60;211013;100000;1510.8400000;1512.4600000;1505.7500000;1508.2400000;125871979
MOEXTN;60;211013;110000;1508.3200000;1512.7400000;1504.4700000;1512.7400000;78490160
MOEXTN;60;211013;120000;1512.5700000;1513.3900000;1507.9200000;1507.9200000;64653258
MOEXTN;60;211013;130000;1507.9200000;1510.3400000;1505.8800000;1509.2600000;70581037
MOEXTN;60;211013;140000;1509.2300000;1510.6000000;1506.1400000;1509.2300000;47466243
MOEXTN;60;211013;150000;1509.2300000;1509.5800000;1504.0600000;1505.1300000;61909907
MOEXTN;60;211013;160000;1504.7600000;1508.0400000;1503.3100000;1505.4600000;90506651
MOEXTN;60;211013;170000;1505.4600000;1507.9100000;1501.8800000;1507.6900000;110033909
MOEXTN;60;211013;180000;1507.6900000;1511.6500000;1507.6900000;1511.2000000;58533541
MOEXTN;60;211014;100000;1514.0400000;1515.6600000;1506.9900000;1511.2800000;108784191
MOEXTN;60;211014;110000;1511.7200000;1513.2500000;1509.5000000;1512.7100000;56869725
MOEXTN;60;211014;120000;1512.6200000;1513.9600000;1508.0600000;1513.0100000;55422780
MOEXTN;60;211014;130000;1512.7300000;1513.6300000;1510.6700000;1511.6600000;70394834
MOEXTN;60;211014;140000;1511.8600000;1516.3700000;1511.1600000;1513.7300000;66000194
MOEXTN;60;211014;150000;1513.5500000;1515.9500000;1511.9000000;1512.7500000;84708080
MOEXTN;60;211014;160000;1512.9200000;1514.3100000;1511.8400000;1513.3600000;55725366
MOEXTN;60;211014;170000;1513.3600000;1515.2300000;1511.9100000;1512.2000000;92348832
MOEXTN;60;211014;180000;1512.2800000;1513.0800000;1507.7900000;1508.1300000;68449032
MOEXTN;60;211015;100000;1510.7000000;1514.1900000;1504.4900000;1505.2700000;67376019
MOEXTN;60;211015;110000;1504.6400000;1505.4600000;1499.1200000;1501.7800000;69529555
MOEXTN;60;211015;120000;1501.7800000;1503.0500000;1499.2600000;1502.1300000;42603299
MOEXTN;60;211015;130000;1501.9900000;1502.3100000;1497.6200000;1499.6200000;62756585
MOEXTN;60;211015;140000;1499.5100000;1501.6200000;1498.8700000;1499.6200000;27661475
MOEXTN;60;211015;150000;1499.7300000;1500.1900000;1494.4000000;1495.8500000;99632516
MOEXTN;60;211015;160000;1496.4400000;1498.6500000;1494.0600000;1497.9800000;77816453
MOEXTN;60;211015;170000;1498.2600000;1498.2600000;1494.4300000;1494.6500000;35759203
MOEXTN;60;211015;180000;1494.7500000;1496.4900000;1493.9700000;1495.9100000;34376140
MOEXTN;60;211018;100000;1500.3300000;1507.8100000;1499.3400000;1507.7300000;103424811
MOEXTN;60;211018;110000;1507.7300000;1512.2000000;1506.0400000;1509.9600000;187147500
MOEXTN;60;211018;120000;1511.1900000;1512.5800000;1507.4800000;1509.3800000;52213298
MOEXTN;60;211018;130000;1509.8800000;1514.4600000;1505.5000000;1514.1600000;56521471
MOEXTN;60;211018;140000;1514.3000000;1514.7800000;1510.3200000;1511.1300000;62458490
MOEXTN;60;211018;150000;1511.1300000;1515.9300000;1509.9300000;1515.6300000;54585447
MOEXTN;60;211018;160000;1515.6800000;1519.9400000;1515.5200000;1516.5700000;53227248
MOEXTN;60;211018;170000;1516.5700000;1517.7400000;1510.4700000;1512.7200000;67531911
MOEXTN;60;211018;180000;1512.7200000;1518.8500000;1510.9900000;1517.9900000;35754437
MOEXTN;60;211019;100000;1520.3700000;1523.6100000;1513.5400000;1520.3400000;79628973
MOEXTN;60;211019;110000;1520.1900000;1531.5700000;1519.4100000;1529.9100000;69380895
MOEXTN;60;211019;120000;1529.8500000;1530.2400000;1523.8900000;1524.6300000;102475928
MOEXTN;60;211019;130000;1524.4800000;1527.9000000;1522.8500000;1526.1700000;47858403
MOEXTN;60;211019;140000;1525.7400000;1526.5300000;1522.2000000;1523.3300000;47937567
MOEXTN;60;211019;150000;1523.4000000;1524.3400000;1519.1400000;1519.3200000;47688138
MOEXTN;60;211019;160000;1519.4400000;1520.4200000;1515.7800000;1516.8100000;65147313
MOEXTN;60;211019;170000;1516.6600000;1517.8800000;1513.1700000;1516.2600000;50621543
MOEXTN;60;211019;180000;1516.4000000;1517.3300000;1512.4400000;1512.5800000;71728280
MOEXTN;60;211020;100000;1512.2700000;1514.0900000;1507.5300000;1508.2700000;102644347
MOEXTN;60;211020;110000;1508.2700000;1510.7200000;1506.8600000;1510.0000000;38581299
MOEXTN;60;211020;120000;1510.1400000;1511.0100000;1506.3400000;1506.5400000;39328263
MOEXTN;60;211020;130000;1506.5700000;1508.5700000;1505.1000000;1506.0100000;62527395
MOEXTN;60;211020;140000;1505.5600000;1508.5900000;1505.0300000;1507.4800000;53283206
MOEXTN;60;211020;150000;1507.7700000;1508.3600000;1503.9600000;1507.6100000;112248023
MOEXTN;60;211020;160000;1508.1000000;1508.7000000;1503.7400000;1505.9300000;79408470
MOEXTN;60;211020;170000;1506.2200000;1514.8300000;1503.1200000;1511.1300000;97828697
MOEXTN;60;211020;180000;1511.4200000;1513.8300000;1510.2700000;1512.3700000;36077183
MOEXTN;60;211021;100000;1508.6800000;1517.4300000;1508.6800000;1515.2300000;75684374
MOEXTN;60;211021;110000;1516.1800000;1516.1800000;1512.7600000;1512.8000000;49174915
MOEXTN;60;211021;120000;1512.8000000;1514.3300000;1510.6700000;1513.6600000;87001629
MOEXTN;60;211021;130000;1513.7700000;1513.9200000;1504.6200000;1508.2500000;115269992
MOEXTN;60;211021;140000;1507.6200000;1509.4900000;1501.8800000;1502.8600000;101120678
MOEXTN;60;211021;150000;1502.7200000;1507.0800000;1501.6000000;1504.4100000;78061767
MOEXTN;60;211021;160000;1504.4100000;1505.0800000;1497.9000000;1498.2000000;111062922
MOEXTN;60;211021;170000;1498.2600000;1505.1600000;1497.8400000;1502.8800000;118070791
MOEXTN;60;211021;180000;1503.2100000;1503.2100000;1498.2000000;1498.7400000;131620536
MOEXTN;60;211022;100000;1500.7800000;1507.8900000;1499.5900000;1507.5600000;133016578
MOEXTN;60;211022;110000;1507.5600000;1510.5700000;1505.4900000;1508.0300000;75773708
MOEXTN;60;211022;120000;1508.0300000;1512.8600000;1507.1300000;1512.5200000;72124469
MOEXTN;60;211022;130000;1512.6600000;1515.1400000;1506.8500000;1509.0000000;62075374
MOEXTN;60;211022;140000;1509.0000000;1512.8500000;1508.7600000;1510.8000000;29236017
MOEXTN;60;211022;150000;1510.6500000;1512.4500000;1508.9900000;1510.6200000;40108290
MOEXTN;60;211022;160000;1510.8500000;1510.8500000;1506.0400000;1507.6000000;55842655
MOEXTN;60;211022;170000;1507.7200000;1511.9600000;1506.7900000;1508.7700000;64607605
